university of washington university of washington northeastern university university of washington,university of washington university of washington,0.704582267118534
university of washington box,university of washington,0.7096496242089876
university of washington from,university of washington from,0.9999978616383487
university of washington from,university of washington,0.9404386687082659
university of washington from,university of washington bothell,0.7892464155133724
university of washington from,umiacs university of washington,0.7819134118057799
university of washington from,university washington,0.7801840125079623
university of washington from,utaustin university of washington,0.778372988724787
university of washington from,university of washington escience,0.7702534276968919
university of washington from,washington university,0.7179313302166154
university of washington,university of washington,0.9999965975882787
university of washington,university of washington from,0.9404280781660319
university of washington,university washington,0.8482813742393558
university of washington,umiacs university of washington,0.7877683187635426
university of washington,utaustin university of washington,0.783740072710807
university of washington university of washington,university of washington university of washington,0.9999994638698126
university of washington university of washington,university of washington,0.8559903151759335
university of washington university of washington,university of washington from,0.8202727011222907
university of washington university of washington,umiacs university of washington,0.7624613477710209
university of washington university of washington,utaustin university of washington,0.755054863957738
university of washington university of washington,washington university washington,0.7504558305220889
university of washington university of washington,university of washington bothell,0.7117027466603754
washington state university,university of washington,0.7731170340641111
washington state university,university of washington from,0.7439632195819477
the university of washington,university of washington,0.9550815496960225
the university of washington,university of washington from,0.9053825634667476
the university of washington,university washington,0.821414084216805
the university of waterloo,university of waterloo,0.9641392180668681
the university of waterloo,university of waterloo on,0.9412485636345382
the university of waterloo,waterloo university,0.8693654562315261
the university of waterloo,university waterloo,0.8463927621501878
the university of waterloo,university of waterloo cheriton,0.8412222485931367
the university of waterloo,mila university of waterloo,0.8402643837202173
the university of waterloo,university of waterloo university of waterloo university of waterloo,0.8064016938516652
the university of waterloo,wilfrid laurier university waterloo,0.7657664689793885
the university of waterloo,university of waterloo ontario,0.7623239405393557
the university of waterloo,lab university of waterloo,0.7599568838156695
the university of waterloo,ai institute university of waterloo,0.7465796284536717
the university of waterloo,university of waterloo vector institute,0.7089832096837901
uw,university of waterloo,0.2773052820053715
uw,university of washington,0.2419427036705461
uw,university of warsaw,0.11145926589077887
uw,university of warwick,0.09333034914950761
uw,university of wisconsinmadison,0.0684870188003581
uw,university of wisconsin,0.021038495971351837
uw,university of wrocław,0.021038495971351837
uw,university of wollongong,0.017905102954341987
uw,university of wolverhampton,0.017905102954341987
uw,university of wrzburg,0.012757385854968667
uw,universitt wrzburg,0.011414503133393017
uw,university of wyoming,0.008057296329453895
uw,university of winnipeg,0.00738585496866607
uw,university walk,0.007162041181736795
uw,university of wisconsinmilwaukee,0.006714413607878245
uw,university of windsor,0.006490599820948971
uw,university of wroclaw,0.006042972247090421
uw,university of the witwatersrand,0.005819158460161146
uw,university of wuppertal,0.005371530886302597
uw,university of waikato,0.005147717099373322
uw,university of western,0.005147717099373322
uw,the university of western,0.004700089525514772
uw,universitt wien,0.004476275738585497
uw,the university of warwick,0.0035810205908683975
uw,university of wroc,0.003133393017009848
uw,univ of washington,0.002909579230080573
uw,university of wuerzburg,0.0017905102954341987
uw,university of west,0.0017905102954341987
uw,university of wales,0.001566696508504924
uw,the university of waikato,0.001566696508504924
uw,university of westminster,0.001566696508504924
uw,university of wisconsinplatteville,0.0013428827215756492
uw,the university of washington,0.0011190689346463742
uw,university of witwatersrand,0.0008952551477170994
uw,the university of winnipeg,0.0008952551477170994
uw,university of wisconsinstout,0.0006714413607878246
uw,uniwersytet wrocławski,0.0006714413607878246
uw,univ of waterloo,0.0006714413607878246
uw,uniwersytet warszawski,0.0004476275738585497
